trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
137,False,"{'a': 0.32599999999999973, 'e': 0.06457034689316848}",35,16,10.261501647144176,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.32399999999999973, 'e': 0.06329176835964072}",20,9,20.31919968326308,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.32199999999999973, 'e': 0.062038507377358304}",25,1,19.634338610876938,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
140,False,"{'a': 0.31999999999999973, 'e': 0.06081006262521796}",20,8,21.942003408027137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.3179999999999997, 'e': 0.059605942708939375}",25,13,25.059397967842553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.3159999999999997, 'e': 0.058425665964500835}",25,15,18.187671675661335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.3139999999999997, 'e': 0.057268760265467365}",30,10,22.89376841564895,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.3119999999999997, 'e': 0.05613476283413373}",20,5,18.636522591220345,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.3099999999999997, 'e': 0.055023220056407245}",20,14,11.334475428328837,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.3079999999999997, 'e': 0.053933687300356026}",30,0,24.846016746733035,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
147,False,"{'a': 0.3059999999999997, 'e': 0.052865728738350375}",20,12,15.447512588761569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.3039999999999997, 'e': 0.05181891717272585}",35,7,35.22059196059591,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.3019999999999997, 'e': 0.05079283386489851}",25,6,-13.813315659346763,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
150,False,"{'a': 0.2999999999999997, 'e': 0.04978706836786395}",25,10,22.183168325905285,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.2979999999999997, 'e': 0.04880121836201297}",20,15,11.795032307444233,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.2959999999999997, 'e': 0.047834889494198375}",20,12,3.054054598414729,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.2939999999999997, 'e': 0.04688769521998849}",20,3,3.451484589805605,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
154,False,"{'a': 0.2919999999999997, 'e': 0.04595925664904421}",30,22,15.507155745277592,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.2899999999999997, 'e': 0.04504920239355781}",20,3,5.578864942798941,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
156,False,"{'a': 0.2879999999999997, 'e': 0.04415716841969287}",30,12,-61.08153609027965,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 2}",1
157,False,"{'a': 0.2859999999999997, 'e': 0.0432827979019659}",30,4,32.451613842121404,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.2839999999999997, 'e': 0.04242574108051139}",30,18,14.837792485434976,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.2819999999999997, 'e': 0.04158565512117317}",20,11,20.138389670038748,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.2799999999999997, 'e': 0.04076220397836621}",30,0,43.3335533314435,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
161,False,"{'a': 0.2779999999999997, 'e': 0.0399550582606539}",25,13,-18.156440555267416,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
162,False,"{'a': 0.2759999999999997, 'e': 0.03916389509898707}",20,14,11.287749473785137,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.2739999999999997, 'e': 0.03838839801755206}",25,0,14.70987214581224,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
164,False,"{'a': 0.2719999999999997, 'e': 0.03762825680717621}",20,8,20.136249935069717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.2699999999999997, 'e': 0.03688316740124}",30,16,28.386705635508445,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.2679999999999997, 'e': 0.03615283175404641}",20,14,13.261237064076099,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.2659999999999997, 'e': 0.03543695772159865}",25,9,5.945095215811703,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
168,False,"{'a': 0.2639999999999997, 'e': 0.03473525894473857}",20,0,-11.352639069768426,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.2619999999999997, 'e': 0.03404745473459935}",25,13,11.20583576090794,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.2599999999999997, 'e': 0.03337326996032609}",30,24,9.99651986321731,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.2579999999999997, 'e': 0.03271243493901982}",20,8,22.04734231488821,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.2559999999999997, 'e': 0.032064685327860776}",20,0,24.83947956985302,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
173,False,"{'a': 0.25399999999999967, 'e': 0.03142976201836772}",20,7,-16.47448571384407,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.25199999999999967, 'e': 0.030807411032751083}",30,18,20.881247081359106,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.24999999999999967, 'e': 0.030197383422318508}",30,6,19.162582631447705,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.24799999999999967, 'e': 0.029599435167892006}",20,2,16.821194618475722,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.24599999999999966, 'e': 0.02901332708219706}",20,13,11.802094688656751,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.24399999999999966, 'e': 0.02843882471418451}",30,13,28.50735886470798,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.24199999999999966, 'e': 0.027875698255247022}",20,13,10.157713460482935,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.23999999999999966, 'e': 0.027323722447292562}",30,12,22.873977112699595,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.23799999999999966, 'e': 0.02678267649263818}",20,8,19.2884576813377,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.23599999999999965, 'e': 0.026252343965687965}",25,17,11.63708651901293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.23399999999999965, 'e': 0.025732512726359947}",25,4,14.037633753972413,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.23199999999999965, 'e': 0.025222974835227216}",20,11,14.639290625336738,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.22999999999999965, 'e': 0.02472352647033939}",20,3,26.910064699071633,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.22799999999999965, 'e': 0.024233967845691116}",25,17,13.325287332358595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.22599999999999965, 'e': 0.023754103131305}",20,6,26.696711111316183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.22399999999999964, 'e': 0.023283740374897003}",20,8,22.011919449044537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.22199999999999964, 'e': 0.022822691425092974}",25,4,36.593713093155266,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.21999999999999964, 'e': 0.022370771856165594}",25,8,21.911307070236127,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.21799999999999964, 'e': 0.021927800894261613}",20,12,17.321457408289028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.21599999999999964, 'e': 0.021493601345089926}",20,13,2.772785363989807,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.21399999999999963, 'e': 0.021067999523041437}",25,10,-15.1062711680057,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.21199999999999963, 'e': 0.02065082518171257}",25,18,13.477955362890336,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.20999999999999963, 'e': 0.020241911445804395}",20,5,-15.148912376402427,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.20799999999999963, 'e': 0.01984109474437029}",20,0,31.41849434033012,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.20599999999999963, 'e': 0.019448214745385394}",25,13,-19.210306740464247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.20399999999999963, 'e': 0.01906311429161164}",25,11,26.55076067977028,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.20199999999999962, 'e': 0.018685639337732776}",25,9,27.062432961563967,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.19999999999999962, 'e': 0.018315638888734186}",25,15,13.061655558981425,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.19799999999999962, 'e': 0.017952964939502852}",30,0,47.15945489060958,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.19599999999999962, 'e': 0.017597472415623396}",20,12,17.95090268858134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.19399999999999962, 'e': 0.017249019115346268}",25,11,8.090096695791768,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
204,False,"{'a': 0.19199999999999962, 'e': 0.016907465652705282}",25,0,32.451020006563944,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.1899999999999996, 'e': 0.016572675401761258}",30,18,20.079009569475414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.1879999999999996, 'e': 0.016244514441949874}",20,13,11.515294940010953,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.1859999999999996, 'e': 0.0159228515045117}",25,17,18.53697684830889,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.1839999999999996, 'e': 0.015607557919982834}",20,6,27.640138512750607,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.1819999999999996, 'e': 0.015298507566725522}",20,0,18.848895887223648,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
210,False,"{'a': 0.1799999999999996, 'e': 0.014995576820477707}",20,12,15.204115295862831,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.1779999999999996, 'e': 0.014698644504901787}",25,11,24.439490325466803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.1759999999999996, 'e': 0.014407591843112353}",25,18,17.42940384674333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.1739999999999996, 'e': 0.014122302410163965}",25,17,13.158989219012712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.1719999999999996, 'e': 0.013842662086479504}",20,5,24.415387506444816,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.1699999999999996, 'e': 0.013568559012200937}",25,10,-26.089554404582195,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.1679999999999996, 'e': 0.01329988354244377}",20,6,24.534228633334834,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.1659999999999996, 'e': 0.01303652820343774}",25,7,21.39768787215213,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.1639999999999996, 'e': 0.012778387649535764}",30,12,-22.902284256064025,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
219,False,"{'a': 0.1619999999999996, 'e': 0.012525358621074388}",20,8,19.405692129175772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.1599999999999996, 'e': 0.01227733990306844}",30,18,19.1444145249822,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.15799999999999959, 'e': 0.012034232284723778}",20,8,-1.1148247231295931,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'a': 0.15599999999999958, 'e': 0.011795938519751564}",20,8,20.017474407714143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.15399999999999958, 'e': 0.01156236328746854}",25,5,34.42356410926095,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.15199999999999958, 'e': 0.01133341315466739}",30,20,18.103859772684057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.14999999999999958, 'e': 0.01110899653824231}",25,12,14.154858083268977,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.14799999999999958, 'e': 0.010889023668554444}",30,16,23.190908363371925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.14599999999999957, 'e': 0.010673406553522929}",20,12,12.447426387003523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.14399999999999957, 'e': 0.010462058943426797}",20,4,-14.553189985756728,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
229,False,"{'a': 0.14199999999999957, 'e': 0.010254896296404024}",25,18,12.97867613874549,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.13999999999999957, 'e': 0.010051835744633579}",20,8,20.378800885901306,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.13799999999999957, 'e': 0.009852796061187259}",20,7,1.4355343445403845,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
232,False,"{'a': 0.13599999999999957, 'e': 0.00965769762753778}",20,10,16.600120159140662,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.13399999999999956, 'e': 0.009466462401710325}",20,7,27.334431423241902,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.13199999999999956, 'e': 0.009279013887064745}",25,17,14.423954972397727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.12999999999999956, 'e': 0.009095277101695817}",25,20,7.293698507997055,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.12799999999999956, 'e': 0.008915178548439555}",20,11,13.43700991467899,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.12599999999999956, 'e': 0.008738646185473292}",25,11,26.263908521575257,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.12399999999999956, 'e': 0.008565609397498062}",20,6,24.741360885923886,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.12199999999999955, 'e': 0.008395998967491472}",20,0,30.02005523519061,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.11999999999999955, 'e': 0.008229747049020032}",20,0,-14.445142399922906,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
241,False,"{'a': 0.11799999999999955, 'e': 0.008066787139099616}",30,13,17.957424301924135,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.11599999999999955, 'e': 0.007907054051593443}",25,16,17.706185144787128,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.11399999999999955, 'e': 0.007750483891136694}",20,3,24.1443721844379,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.11199999999999954, 'e': 0.00759701402757757}",30,20,16.84150092628682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.10999999999999954, 'e': 0.00744658307092434}",20,7,21.252916912033655,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.10799999999999954, 'e': 0.007299130846788585}",25,16,19.10060605094502,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.10599999999999954, 'e': 0.007154598372314581}",20,0,31.70240753226798,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.10399999999999954, 'e': 0.007012927832585426}",25,16,15.25925220485593,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.10199999999999954, 'e': 0.006874062557496251}",25,20,11.369584401702351,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.09999999999999953, 'e': 0.006737946999085469}",20,0,29.15511479924839,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.09799999999999953, 'e': 0.006604526709314807}",20,8,8.801595349327286,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.09599999999999953, 'e': 0.006473748318289407}",25,14,20.42790591147994,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.09399999999999953, 'e': 0.006345559512909112}",20,3,26.41311325656645,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.09199999999999953, 'e': 0.0062199090159425745}",30,19,22.471387805726934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.08999999999999952, 'e': 0.006096746565515634}",25,8,29.304696490599653,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.08799999999999952, 'e': 0.0059760228950059445}",20,1,28.7698903576268,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.08599999999999952, 'e': 0.005857689713335624}",20,3,28.84498544547931,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.08399999999999952, 'e': 0.005741699685654204}",20,0,30.47961933176862,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.08199999999999952, 'e': 0.005628006414404067}",25,17,-6.967596914651462,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
260,False,"{'a': 0.07999999999999952, 'e': 0.005516564420760773}",20,12,16.855858299346163,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.07799999999999951, 'e': 0.005407329126440961}",25,0,35.077445265558026,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.07599999999999951, 'e': 0.005300256835870404}",20,8,19.99650639915084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.07399999999999951, 'e': 0.005195304718705233}",20,8,22.343355508772902,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.07199999999999951, 'e': 0.005092430792699192}",35,23,22.554869090213355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.06999999999999951, 'e': 0.004991593906910219}",30,8,33.34006079901496,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.0679999999999995, 'e': 0.0048927537252394775}",25,6,5.554108909213485,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
267,False,"{'a': 0.0659999999999995, 'e': 0.004795870710296422}",25,14,-22.54810964401321,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
268,False,"{'a': 0.0639999999999995, 'e': 0.004700906107583278}",35,15,32.431155562249856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.0619999999999995, 'e': 0.004607821929992754}",20,15,2.7393243969974845,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.0599999999999995, 'e': 0.004516580942612668}",20,15,7.842882622808193,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.057999999999999496, 'e': 0.004427146647831513}",25,5,33.2300001996664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.055999999999999495, 'e': 0.0043394832707388965}",20,12,13.526630019502125,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.05399999999999949, 'e': 0.004253555744815127}",25,16,17.704061290341198,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
