trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
168,False,"{'a': 0.6, 'e': 0.03473525894473857}",20,0,29.994799843070677,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
169,False,"{'a': 0.6, 'e': 0.03404745473459935}",25,0,36.347871523259755,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
170,False,"{'a': 0.6, 'e': 0.03337326996032609}",20,14,10.773735796680876,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.6, 'e': 0.03271243493901982}",25,0,18.500248307339156,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
172,False,"{'a': 0.6, 'e': 0.032064685327860776}",20,6,24.1168939631231,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.6, 'e': 0.03142976201836772}",20,0,24.048685424907184,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.6, 'e': 0.030807411032751083}",20,2,-14.904043976592758,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
175,False,"{'a': 0.6, 'e': 0.030197383422318508}",25,10,20.606336655381103,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.6, 'e': 0.029599435167892006}",20,8,23.410149418190873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.6, 'e': 0.02901332708219706}",25,17,13.419901096012659,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.6, 'e': 0.02843882471418451}",25,0,36.82680444536127,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
179,False,"{'a': 0.6, 'e': 0.027875698255247022}",25,10,23.29541414893801,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.6, 'e': 0.027323722447292562}",20,14,0.33564367761270675,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.6, 'e': 0.02678267649263818}",25,17,18.85148296513267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.6, 'e': 0.026252343965687965}",25,2,34.463689257639274,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
